#alpha3	indicator	year	index	rank
LSO	glob	2007	0.7078	26.0
LSO	glob	2008	0.732	16.0
LSO	glob	2009	0.7495	10.0
LSO	glob	2010	0.7678	8.0
LSO	glob	2011	0.7666	9.0
LSO	glob	2012	0.7608	14.0
LSO	glob	2013	0.753	16.0
LSO	glob	2014	0.7255	38.0
LSO	glob	2015	0.706	61.0
LSO	glob	2016	0.706	57.0
LSO	glob	2017	0.695	73.0
LSO	glob	2018	0.693	81.0
LSO	glob	2019	0.695	88.0
LSO	glob	2020	0.698	92.0
LSO	eco	2006	0.6069	61.0
LSO	eco	2007	0.6612	53.0
LSO	eco	2008	0.7311	21.0
LSO	eco	2009	0.8013	4.0
LSO	eco	2010	0.8789	1.0
LSO	eco	2011	0.874	2.0
LSO	eco	2012	0.8163	6.0
LSO	eco	2013	0.7756	18.0
LSO	eco	2014	0.7449	32.0
LSO	eco	2015	0.672	68.0
LSO	eco	2016	0.672	66.0
LSO	eco	2017	0.655	84.0
LSO	eco	2018	0.65	88.0
LSO	eco	2019	0.662	84.0
LSO	eco	2020	0.647	98.0
LSO	edu	2006	1.0	1.0
LSO	edu	2007	1.0	1.0
LSO	edu	2008	1.0	1.0
LSO	edu	2009	1.0	1.0
LSO	edu	2010	1.0	1.0
LSO	edu	2011	1.0	1.0
LSO	edu	2012	1.0	1.0
LSO	edu	2013	1.0	1.0
LSO	edu	2014	1.0	1.0
LSO	edu	2015	1.0	1.0
LSO	edu	2016	1.0	1.0
LSO	edu	2017	1.0	1.0
LSO	edu	2018	1.0	1.0
LSO	edu	2019	1.0	1.0
LSO	edu	2020	1.0	1.0
LSO	health	2006	0.9796	1.0
LSO	health	2007	0.9796	1.0
LSO	health	2008	0.9796	1.0
LSO	health	2009	0.9796	1.0
LSO	health	2010	0.9796	1.0
LSO	health	2011	0.9796	1.0
LSO	health	2012	0.9796	1.0
LSO	health	2013	0.9796	1.0
LSO	health	2014	0.9758	60.0
LSO	health	2015	0.98	1.0
LSO	health	2016	0.98	1.0
LSO	health	2017	0.979	35.0
LSO	health	2018	0.98	1.0
LSO	health	2019	0.98	1.0
LSO	health	2020	0.979	1.0
LSO	pol	2006	0.1362	41.0
LSO	pol	2007	0.1903	27.0
LSO	pol	2008	0.2173	33.0
LSO	pol	2009	0.2173	34.0
LSO	pol	2010	0.2128	34.0
LSO	pol	2011	0.213	35.0
LSO	pol	2012	0.2474	33.0
LSO	pol	2013	0.257	35.0
LSO	pol	2014	0.1813	57.0
LSO	pol	2015	0.172	68.0
LSO	pol	2016	0.172	70.0
LSO	pol	2017	0.147	84.0
LSO	pol	2018	0.143	86.0
LSO	pol	2019	0.137	102.0
LSO	pol	2020	0.165	91.0
LTU	glob	2006	0.7077	21.0
LTU	glob	2007	0.7234	14.0
LTU	glob	2008	0.7222	23.0
LTU	glob	2009	0.7175	30.0
LTU	glob	2010	0.7132	35.0
LTU	glob	2011	0.7131	37.0
LTU	glob	2012	0.7191	34.0
LTU	glob	2013	0.7308	28.0
LTU	glob	2014	0.7208	44.0
LTU	glob	2015	0.74	31.0
LTU	glob	2016	0.744	25.0
LTU	glob	2017	0.742	28.0
LTU	glob	2018	0.749	24.0
LTU	glob	2019	0.745	33.0
LTU	glob	2020	0.804	8.0
LTU	eco	2006	0.7133	15.0
LTU	eco	2007	0.7612	7.0
LTU	eco	2008	0.7421	17.0
LTU	eco	2009	0.7481	18.0
LTU	eco	2010	0.7555	17.0
LTU	eco	2011	0.744	26.0
LTU	eco	2012	0.7551	25.0
LTU	eco	2013	0.7688	21.0
LTU	eco	2014	0.7384	35.0
LTU	eco	2015	0.759	35.0
LTU	eco	2016	0.757	25.0
LTU	eco	2017	0.749	28.0
LTU	eco	2018	0.765	21.0
LTU	eco	2019	0.795	13.0
LTU	eco	2020	0.808	12.0
LTU	edu	2006	0.9979	24.0
LTU	edu	2007	0.9979	29.0
LTU	edu	2008	0.9949	53.0
LTU	edu	2009	0.9946	54.0
LTU	edu	2010	0.9894	68.0
LTU	edu	2011	0.9914	60.0
LTU	edu	2012	0.9954	45.0
LTU	edu	2013	0.9928	60.0
LTU	edu	2014	0.9942	61.0
LTU	edu	2015	0.994	66.0
LTU	edu	2016	1.0	1.0
LTU	edu	2017	1.0	1.0
LTU	edu	2018	0.997	53.0
LTU	edu	2019	0.998	50.0
LTU	edu	2020	0.998	51.0
LTU	health	2006	0.9791	36.0
LTU	health	2007	0.9791	37.0
LTU	health	2008	0.9791	38.0
LTU	health	2009	0.9791	41.0
LTU	health	2010	0.9796	1.0
LTU	health	2011	0.9796	1.0
LTU	health	2012	0.9791	34.0
LTU	health	2013	0.9791	34.0
LTU	health	2014	0.9791	37.0
LTU	health	2015	0.979	42.0
LTU	health	2016	0.979	40.0
LTU	health	2017	0.98	1.0
LTU	health	2018	0.98	1.0
LTU	health	2019	0.979	41.0
LTU	health	2020	0.976	1.0
LTU	pol	2006	0.1405	39.0
LTU	pol	2007	0.1553	38.0
LTU	pol	2008	0.1726	40.0
LTU	pol	2009	0.1483	54.0
LTU	pol	2010	0.1283	66.0
LTU	pol	2011	0.1376	65.0
LTU	pol	2012	0.1469	60.0
LTU	pol	2013	0.1826	47.0
LTU	pol	2014	0.1714	65.0
LTU	pol	2015	0.227	45.0
LTU	pol	2016	0.239	43.0
LTU	pol	2017	0.241	42.0
LTU	pol	2018	0.254	41.0
LTU	pol	2019	0.207	65.0
LTU	pol	2020	0.429	22.0
LUX	glob	2006	0.6671	56.0
LUX	glob	2007	0.6786	58.0
LUX	glob	2008	0.6802	66.0
LUX	glob	2009	0.6889	63.0
LUX	glob	2010	0.7231	26.0
LUX	glob	2011	0.7216	30.0
LUX	glob	2012	0.7439	17.0
LUX	glob	2013	0.741	21.0
LUX	glob	2014	0.7333	28.0
LUX	glob	2015	0.738	32.0
LUX	glob	2016	0.734	34.0
LUX	glob	2017	0.706	59.0
LUX	glob	2018	0.712	61.0
LUX	glob	2019	0.725	51.0
LUX	glob	2020	0.726	55.0
LUX	eco	2006	0.5602	76.0
LUX	eco	2007	0.606	78.0
LUX	eco	2008	0.6125	75.0
LUX	eco	2009	0.6381	73.0
LUX	eco	2010	0.7507	22.0
LUX	eco	2011	0.7449	25.0
LUX	eco	2012	0.8147	7.0
LUX	eco	2013	0.8162	7.0
LUX	eco	2014	0.7529	29.0
LUX	eco	2015	0.766	31.0
LUX	eco	2016	0.75	27.0
LUX	eco	2017	0.667	76.0
LUX	eco	2018	0.693	60.0
LUX	eco	2019	0.721	50.0
LUX	eco	2020	0.691	75.0
LUX	edu	2006	1.0	1.0
LUX	edu	2007	1.0	1.0
LUX	edu	2008	1.0	1.0
LUX	edu	2009	1.0	1.0
LUX	edu	2010	1.0	1.0
LUX	edu	2011	1.0	1.0
LUX	edu	2012	0.996	43.0
LUX	edu	2013	1.0	1.0
LUX	edu	2014	1.0	1.0
LUX	edu	2015	1.0	1.0
LUX	edu	2016	1.0	1.0
LUX	edu	2017	1.0	1.0
LUX	edu	2018	1.0	1.0
LUX	edu	2019	1.0	1.0
LUX	edu	2020	1.0	1.0
LUX	health	2006	0.973	71.0
LUX	health	2007	0.973	74.0
LUX	health	2008	0.973	76.0
LUX	health	2009	0.973	80.0
LUX	health	2010	0.9743	67.0
LUX	health	2011	0.9743	67.0
LUX	health	2012	0.9719	85.0
LUX	health	2013	0.9719	85.0
LUX	health	2014	0.9678	106.0
LUX	health	2015	0.974	71.0
LUX	health	2016	0.974	69.0
LUX	health	2017	0.973	86.0
LUX	health	2018	0.972	91.0
LUX	health	2019	0.972	91.0
LUX	health	2020	0.966	117.0
LUX	pol	2006	0.1353	44.0
LUX	pol	2007	0.1353	50.0
LUX	pol	2008	0.1353	58.0
LUX	pol	2009	0.1444	57.0
LUX	pol	2010	0.1673	49.0
LUX	pol	2011	0.1673	48.0
LUX	pol	2012	0.1931	39.0
LUX	pol	2013	0.1757	51.0
LUX	pol	2014	0.2123	45.0
LUX	pol	2015	0.212	53.0
LUX	pol	2016	0.212	55.0
LUX	pol	2017	0.184	66.0
LUX	pol	2018	0.184	67.0
LUX	pol	2019	0.206	66.0
LUX	pol	2020	0.247	58.0
LVA	glob	2006	0.7091	19.0
LVA	glob	2007	0.7333	13.0
LVA	glob	2008	0.7397	10.0
LVA	glob	2009	0.7416	14.0
LVA	glob	2010	0.7429	18.0
LVA	glob	2011	0.7399	19.0
LVA	glob	2012	0.7572	15.0
LVA	glob	2013	0.761	12.0
LVA	glob	2014	0.7691	15.0
LVA	glob	2015	0.752	20.0
LVA	glob	2016	0.755	18.0
LVA	glob	2017	0.756	20.0
LVA	glob	2018	0.758	17.0
LVA	glob	2019	0.785	11.0
LVA	glob	2020	0.778	20.0
LVA	eco	2006	0.7051	20.0
LVA	eco	2007	0.7344	17.0
LVA	eco	2008	0.7458	13.0
LVA	eco	2009	0.7535	14.0
LVA	eco	2010	0.7516	21.0
LVA	eco	2011	0.7498	22.0
LVA	eco	2012	0.7618	20.0
LVA	eco	2013	0.7767	17.0
LVA	eco	2014	0.7931	16.0
LVA	eco	2015	0.784	21.0
LVA	eco	2016	0.785	18.0
LVA	eco	2017	0.798	15.0
LVA	eco	2018	0.807	10.0
LVA	eco	2019	0.81	8.0
LVA	eco	2020	0.822	8.0
LVA	edu	2006	0.9308	85.0
LVA	edu	2007	0.986	70.0
LVA	edu	2008	1.0	1.0
LVA	edu	2009	1.0	1.0
LVA	edu	2010	1.0	1.0
LVA	edu	2011	1.0	1.0
LVA	edu	2012	1.0	1.0
LVA	edu	2013	1.0	1.0
LVA	edu	2014	1.0	1.0
LVA	edu	2015	1.0	1.0
LVA	edu	2016	1.0	1.0
LVA	edu	2017	1.0	1.0
LVA	edu	2018	1.0	1.0
LVA	edu	2019	1.0	1.0
LVA	edu	2020	1.0	1.0
LVA	health	2006	0.9796	1.0
LVA	health	2007	0.9796	1.0
LVA	health	2008	0.9796	1.0
LVA	health	2009	0.9796	1.0
LVA	health	2010	0.9796	1.0
LVA	health	2011	0.9796	1.0
LVA	health	2012	0.9796	1.0
LVA	health	2013	0.9796	1.0
LVA	health	2014	0.9796	1.0
LVA	health	2015	0.98	1.0
LVA	health	2016	0.98	1.0
LVA	health	2017	0.98	1.0
LVA	health	2018	0.98	1.0
LVA	health	2019	0.975	74.0
LVA	health	2020	0.964	52.0
LVA	pol	2006	0.2207	21.0
LVA	pol	2007	0.233	19.0
LVA	pol	2008	0.2332	31.0
LVA	pol	2009	0.2332	31.0
LVA	pol	2010	0.2404	31.0
LVA	pol	2011	0.23	33.0
LVA	pol	2012	0.2875	26.0
LVA	pol	2013	0.2875	26.0
LVA	pol	2014	0.3038	25.0
LVA	pol	2015	0.246	40.0
LVA	pol	2016	0.255	38.0
LVA	pol	2017	0.246	41.0
LVA	pol	2018	0.246	42.0
LVA	pol	2019	0.355	28.0
LVA	pol	2020	0.313	42.0
MAR	glob	2006	0.5826	107.0
MAR	glob	2007	0.5676	122.0
MAR	glob	2008	0.5757	125.0
MAR	glob	2009	0.5926	124.0
MAR	glob	2010	0.5767	127.0
MAR	glob	2011	0.5804	129.0
MAR	glob	2012	0.5833	129.0
MAR	glob	2013	0.5845	129.0
MAR	glob	2014	0.5988	133.0
MAR	glob	2015	0.593	139.0
MAR	glob	2016	0.597	137.0
MAR	glob	2017	0.598	136.0
MAR	glob	2018	0.607	137.0
MAR	glob	2019	0.605	143.0
MAR	glob	2020	0.612	144.0
MAR	eco	2006	0.4612	102.0
MAR	eco	2007	0.4006	121.0
MAR	eco	2008	0.3926	127.0
MAR	eco	2009	0.4477	125.0
MAR	eco	2010	0.4077	127.0
MAR	eco	2011	0.4177	128.0
MAR	eco	2012	0.4154	128.0
MAR	eco	2013	0.3949	129.0
MAR	eco	2014	0.4	135.0
MAR	eco	2015	0.378	140.0
MAR	eco	2016	0.38	139.0
MAR	eco	2017	0.391	137.0
MAR	eco	2018	0.404	141.0
MAR	eco	2019	0.405	146.0
MAR	eco	2020	0.407	148.0
MAR	edu	2006	0.8481	99.0
MAR	edu	2007	0.8451	113.0
MAR	edu	2008	0.8437	117.0
MAR	edu	2009	0.8558	118.0
MAR	edu	2010	0.8607	116.0
MAR	edu	2011	0.8653	115.0
MAR	edu	2012	0.8744	115.0
MAR	edu	2013	0.9002	109.0
MAR	edu	2014	0.9194	116.0
MAR	edu	2015	0.914	123.0
MAR	edu	2016	0.925	122.0
MAR	edu	2017	0.92	122.0
MAR	edu	2018	0.942	117.0
MAR	edu	2019	0.956	115.0
MAR	edu	2020	0.956	116.0
MAR	health	2006	0.9684	90.0
MAR	health	2007	0.9716	84.0
MAR	health	2008	0.9716	85.0
MAR	health	2009	0.9716	90.0
MAR	health	2010	0.9712	85.0
MAR	health	2011	0.9712	87.0
MAR	health	2012	0.9712	88.0
MAR	health	2013	0.9712	88.0
MAR	health	2014	0.9663	122.0
MAR	health	2015	0.971	95.0
MAR	health	2016	0.971	93.0
MAR	health	2017	0.965	128.0
MAR	health	2018	0.963	135.0
MAR	health	2019	0.963	138.0
MAR	health	2020	0.969	139.0
MAR	pol	2006	0.053	92.0
MAR	pol	2007	0.053	103.0
MAR	pol	2008	0.0952	86.0
MAR	pol	2009	0.0952	90.0
MAR	pol	2010	0.0671	103.0
MAR	pol	2011	0.0672	102.0
MAR	pol	2012	0.072	108.0
MAR	pol	2013	0.072	111.0
MAR	pol	2014	0.1096	98.0
MAR	pol	2015	0.11	97.0
MAR	pol	2016	0.11	98.0
MAR	pol	2017	0.117	100.0
MAR	pol	2018	0.117	102.0
MAR	pol	2019	0.095	123.0
MAR	pol	2020	0.126	113.0
MDA	glob	2006	0.7128	17.0
MDA	glob	2007	0.7172	21.0
MDA	glob	2008	0.7244	20.0
MDA	glob	2009	0.7104	36.0
MDA	glob	2010	0.716	34.0
MDA	glob	2011	0.7083	39.0
MDA	glob	2012	0.7101	45.0
MDA	glob	2013	0.7037	52.0
MDA	glob	2014	0.7405	25.0
MDA	glob	2015	0.742	26.0
MDA	glob	2016	0.741	26.0
MDA	glob	2017	0.74	30.0
MDA	glob	2018	0.733	35.0
MDA	glob	2019	0.757	23.0
MDA	glob	2020	0.768	28.0
MDA	eco	2006	0.7604	2.0
MDA	eco	2007	0.7785	5.0
MDA	eco	2008	0.8017	2.0
MDA	eco	2009	0.7323	26.0
MDA	eco	2010	0.7707	10.0
MDA	eco	2011	0.7641	14.0
MDA	eco	2012	0.7608	21.0
MDA	eco	2013	0.7407	32.0
MDA	eco	2014	0.8077	11.0
MDA	eco	2015	0.797	18.0
MDA	eco	2016	0.795	15.0
MDA	eco	2017	0.811	11.0
MDA	eco	2018	0.785	18.0
MDA	eco	2019	0.788	19.0
MDA	eco	2020	0.811	10.0
MDA	edu	2006	0.9942	36.0
MDA	edu	2007	0.9941	41.0
MDA	edu	2008	0.9982	35.0
MDA	edu	2009	0.9929	63.0
MDA	edu	2010	0.9898	66.0
MDA	edu	2011	0.9909	64.0
MDA	edu	2012	0.9962	42.0
MDA	edu	2013	0.9907	74.0
MDA	edu	2014	0.9949	56.0
MDA	edu	2015	0.996	50.0
MDA	edu	2016	0.996	52.0
MDA	edu	2017	0.992	66.0
MDA	edu	2018	0.993	69.0
MDA	edu	2019	0.996	61.0
MDA	edu	2020	0.996	63.0
MDA	health	2006	0.9796	1.0
MDA	health	2007	0.9791	37.0
MDA	health	2008	0.9791	38.0
MDA	health	2009	0.9791	41.0
MDA	health	2010	0.9796	1.0
MDA	health	2011	0.9796	1.0
MDA	health	2012	0.9791	34.0
MDA	health	2013	0.9791	34.0
MDA	health	2014	0.9791	37.0
MDA	health	2015	0.979	42.0
MDA	health	2016	0.979	40.0
MDA	health	2017	0.98	1.0
MDA	health	2018	0.98	1.0
MDA	health	2019	0.98	1.0
MDA	health	2020	0.98	1.0
MDA	pol	2006	0.1172	50.0
MDA	pol	2007	0.1172	56.0
MDA	pol	2008	0.1184	68.0
MDA	pol	2009	0.1372	64.0
MDA	pol	2010	0.124	69.0
MDA	pol	2011	0.0988	88.0
MDA	pol	2012	0.1043	85.0
MDA	pol	2013	0.1043	87.0
MDA	pol	2014	0.1802	59.0
MDA	pol	2015	0.195	58.0
MDA	pol	2016	0.196	58.0
MDA	pol	2017	0.176	72.0
MDA	pol	2018	0.176	72.0
MDA	pol	2019	0.264	45.0
MDA	pol	2020	0.286	48.0
MDG	glob	2006	0.6385	84.0
MDG	glob	2007	0.6461	89.0
MDG	glob	2008	0.6736	74.0
MDG	glob	2009	0.6732	77.0
MDG	glob	2010	0.6713	80.0
MDG	glob	2011	0.6797	71.0
MDG	glob	2012	0.6982	58.0
MDG	glob	2013	0.7016	56.0
MDG	glob	2014	0.7214	41.0
MDG	glob	2015	0.698	74.0
MDG	glob	2016	0.704	60.0
MDG	glob	2017	0.692	80.0
MDG	glob	2018	0.691	84.0
MDG	glob	2019	0.719	62.0
MDG	glob	2020	0.725	57.0
MDG	eco	2006	0.5776	71.0
MDG	eco	2007	0.6086	76.0
MDG	eco	2008	0.6962	38.0
MDG	eco	2009	0.6876	45.0
MDG	eco	2010	0.6708	58.0
MDG	eco	2011	0.6781	52.0
MDG	eco	2012	0.692	51.0
MDG	eco	2013	0.7033	51.0
MDG	eco	2014	0.7335	37.0
MDG	eco	2015	0.696	59.0
MDG	eco	2016	0.739	32.0
MDG	eco	2017	0.716	48.0
MDG	eco	2018	0.714	48.0
MDG	eco	2019	0.769	23.0
MDG	eco	2020	0.754	32.0
MDG	edu	2006	0.9596	75.0
MDG	edu	2007	0.9579	89.0
MDG	edu	2008	0.9566	94.0
MDG	edu	2009	0.9584	98.0
MDG	edu	2010	0.9591	98.0
MDG	edu	2011	0.972	91.0
MDG	edu	2012	0.9731	93.0
MDG	edu	2013	0.975	93.0
MDG	edu	2014	0.9738	95.0
MDG	edu	2015	0.981	95.0
MDG	edu	2016	0.964	101.0
MDG	edu	2017	0.95	114.0
MDG	edu	2018	0.95	115.0
MDG	edu	2019	0.98	95.0
MDG	edu	2020	0.982	93.0
MDG	health	2006	0.9785	49.0
MDG	health	2007	0.9796	1.0
MDG	health	2008	0.9796	1.0
MDG	health	2009	0.9796	1.0
MDG	health	2010	0.9732	78.0
MDG	health	2011	0.9732	81.0
MDG	health	2012	0.9732	77.0
MDG	health	2013	0.9732	74.0
MDG	health	2014	0.9725	82.0
MDG	health	2015	0.973	90.0
MDG	health	2016	0.973	88.0
MDG	health	2017	0.974	76.0
MDG	health	2018	0.974	82.0
MDG	health	2019	0.974	83.0
MDG	health	2020	0.962	111.0
MDG	pol	2006	0.0385	104.0
MDG	pol	2007	0.0385	116.0
MDG	pol	2008	0.0619	111.0
MDG	pol	2009	0.0675	108.0
MDG	pol	2010	0.0821	95.0
MDG	pol	2011	0.0957	93.0
MDG	pol	2012	0.1547	56.0
MDG	pol	2013	0.1547	61.0
MDG	pol	2014	0.2056	47.0
MDG	pol	2015	0.142	80.0
MDG	pol	2016	0.142	81.0
MDG	pol	2017	0.127	94.0
MDG	pol	2018	0.127	96.0
MDG	pol	2019	0.151	96.0
MDG	pol	2020	0.2	76.0
MDV	glob	2006	nan	nan
MDV	glob	2007	0.635	99.0
MDV	glob	2008	0.6501	91.0
MDV	glob	2009	0.6482	99.0
MDV	glob	2010	0.6452	99.0
MDV	glob	2011	0.648	101.0
MDV	glob	2012	0.6616	95.0
MDV	glob	2013	0.6604	97.0
MDV	glob	2014	0.6557	105.0
MDV	glob	2015	0.652	113.0
MDV	glob	2016	0.65	115.0
MDV	glob	2017	0.669	106.0
MDV	glob	2018	0.662	113.0
MDV	glob	2019	0.646	123.0
MDV	glob	2020	0.642	128.0
MDV	eco	2006	nan	nan
MDV	eco	2007	0.5138	106.0
MDV	eco	2008	0.5661	95.0
MDV	eco	2009	0.5788	97.0
MDV	eco	2010	0.5907	95.0
MDV	eco	2011	0.6019	86.0
MDV	eco	2012	0.5968	100.0
MDV	eco	2013	0.5914	99.0
MDV	eco	2014	0.5904	110.0
MDV	eco	2015	0.589	117.0
MDV	eco	2016	0.59	112.0
MDV	eco	2017	0.641	94.0
MDV	eco	2018	0.622	101.0
MDV	eco	2019	0.518	131.0
MDV	eco	2020	0.491	138.0
MDV	edu	2006	nan	nan
MDV	edu	2007	1.0	1.0
MDV	edu	2008	1.0	1.0
MDV	edu	2009	1.0	1.0
MDV	edu	2010	0.9896	67.0
MDV	edu	2011	0.9896	69.0
MDV	edu	2012	0.9994	26.0
MDV	edu	2013	1.0	1.0
MDV	edu	2014	0.9943	58.0
MDV	edu	2015	0.998	43.0
MDV	edu	2016	0.988	81.0
MDV	edu	2017	1.0	1.0
MDV	edu	2018	1.0	27.0
MDV	edu	2019	1.0	1.0
MDV	edu	2020	1.0	1.0
MDV	health	2006	nan	nan
MDV	health	2007	0.9508	120.0
MDV	health	2008	0.9508	122.0
MDV	health	2009	0.9508	126.0
MDV	health	2010	0.9612	110.0
MDV	health	2011	0.9612	111.0
MDV	health	2012	0.9612	111.0
MDV	health	2013	0.9612	112.0
MDV	health	2014	0.9658	125.0
MDV	health	2015	0.966	130.0
MDV	health	2016	0.966	129.0
MDV	health	2017	0.963	133.0
MDV	health	2018	0.953	144.0
MDV	health	2019	0.953	147.0
MDV	health	2020	0.971	148.0
MDV	pol	2006	nan	nan
MDV	pol	2007	0.0753	87.0
MDV	pol	2008	0.0834	96.0
MDV	pol	2009	0.0631	112.0
MDV	pol	2010	0.0392	118.0
MDV	pol	2011	0.0392	119.0
MDV	pol	2012	0.089	96.0
MDV	pol	2013	0.089	101.0
MDV	pol	2014	0.0723	120.0
MDV	pol	2015	0.055	133.0
MDV	pol	2016	0.055	133.0
MDV	pol	2017	0.072	128.0
MDV	pol	2018	0.072	132.0
MDV	pol	2019	0.111	115.0
MDV	pol	2020	0.121	117.0
MEX	glob	2006	0.6462	75.0
MEX	glob	2007	0.6441	93.0
MEX	glob	2008	0.6441	97.0
MEX	glob	2009	0.6503	98.0
MEX	glob	2010	0.6577	91.0
MEX	glob	2011	0.6604	89.0
MEX	glob	2012	0.6712	84.0
MEX	glob	2013	0.6917	68.0
MEX	glob	2014	0.69	80.0
MEX	glob	2015	0.699	71.0
MEX	glob	2016	0.7	66.0
MEX	glob	2017	0.692	81.0
MEX	glob	2018	0.721	50.0
MEX	glob	2019	0.754	25.0
MEX	glob	2020	0.757	34.0
MEX	eco	2006	0.4801	98.0
MEX	eco	2007	0.4891	109.0
MEX	eco	2008	0.4789	112.0
MEX	eco	2009	0.5089	114.0
MEX	eco	2010	0.5212	110.0
MEX	eco	2011	0.5318	109.0
MEX	eco	2012	0.5382	113.0
MEX	eco	2013	0.5499	111.0
MEX	eco	2014	0.5519	120.0
MEX	eco	2015	0.545	126.0
MEX	eco	2016	0.544	122.0
MEX	eco	2017	0.518	124.0
MEX	eco	2018	0.574	122.0
MEX	eco	2019	0.574	124.0
MEX	eco	2020	0.59	122.0
MEX	edu	2006	0.9918	44.0
MEX	edu	2007	0.9918	49.0
MEX	edu	2008	0.978	86.0
MEX	edu	2009	0.9781	90.0
MEX	edu	2010	0.991	61.0
MEX	edu	2011	0.9913	61.0
MEX	edu	2012	0.9914	69.0
MEX	edu	2013	0.9911	70.0
MEX	edu	2014	0.9906	75.0
MEX	edu	2015	0.991	75.0
MEX	edu	2016	0.996	51.0
MEX	edu	2017	0.996	53.0
MEX	edu	2018	0.996	58.0
MEX	edu	2019	0.997	54.0
MEX	edu	2020	0.997	56.0
MEX	health	2006	0.9796	1.0
MEX	health	2007	0.9796	1.0
MEX	health	2008	0.9796	1.0
MEX	health	2009	0.9796	1.0
MEX	health	2010	0.9796	1.0
MEX	health	2011	0.9796	1.0
MEX	health	2012	0.9796	1.0
MEX	health	2013	0.9796	1.0
MEX	health	2014	0.9796	1.0
MEX	health	2015	0.98	1.0
MEX	health	2016	0.98	1.0
MEX	health	2017	0.977	58.0
MEX	health	2018	0.979	50.0
MEX	health	2019	0.979	46.0
MEX	health	2020	0.98	58.0
MEX	pol	2006	0.1333	45.0
MEX	pol	2007	0.1161	57.0
MEX	pol	2008	0.1399	55.0
MEX	pol	2009	0.1348	65.0
MEX	pol	2010	0.139	61.0
MEX	pol	2011	0.139	63.0
MEX	pol	2012	0.1759	48.0
MEX	pol	2013	0.2463	36.0
MEX	pol	2014	0.238	39.0
MEX	pol	2015	0.281	34.0
MEX	pol	2016	0.281	34.0
MEX	pol	2017	0.276	34.0
MEX	pol	2018	0.335	27.0
MEX	pol	2019	0.468	14.0
MEX	pol	2020	0.468	18.0
MKD	glob	2006	0.6983	28.0
MKD	glob	2007	0.6967	35.0
MKD	glob	2008	0.6914	53.0
MKD	glob	2009	0.695	53.0
MKD	glob	2010	0.6996	49.0
MKD	glob	2011	0.6966	53.0
MKD	glob	2012	0.6968	61.0
MKD	glob	2013	0.7013	57.0
MKD	glob	2014	0.6943	70.0
MKD	glob	2015	0.701	69.0
MKD	glob	2016	0.696	73.0
MKD	glob	2017	0.702	67.0
MKD	glob	2018	0.707	66.0
MKD	glob	2019	nan	nan
MKD	glob	2020	nan	nan
MKD	eco	2006	0.6707	31.0
MKD	eco	2007	0.6653	51.0
MKD	eco	2008	0.6466	63.0
MKD	eco	2009	0.6656	59.0
MKD	eco	2010	0.6775	53.0
MKD	eco	2011	0.6761	53.0
MKD	eco	2012	0.665	65.0
MKD	eco	2013	0.6611	71.0
MKD	eco	2014	0.6511	80.0
MKD	eco	2015	0.671	70.0
MKD	eco	2016	0.658	79.0
MKD	eco	2017	0.636	96.0
MKD	eco	2018	0.62	103.0
MKD	eco	2019	nan	nan
MKD	eco	2020	nan	nan
MKD	edu	2006	0.985	64.0
MKD	edu	2007	0.9849	72.0
MKD	edu	2008	0.9873	79.0
MKD	edu	2009	0.9883	79.0
MKD	edu	2010	0.9888	72.0
MKD	edu	2011	0.9892	71.0
MKD	edu	2012	0.99	75.0
MKD	edu	2013	0.9903	75.0
MKD	edu	2014	0.9891	77.0
MKD	edu	2015	0.99	80.0
MKD	edu	2016	0.982	91.0
MKD	edu	2017	0.985	90.0
MKD	edu	2018	0.993	68.0
MKD	edu	2019	nan	nan
MKD	edu	2020	nan	nan
MKD	health	2006	0.964	101.0
MKD	health	2007	0.9635	109.0
MKD	health	2008	0.9635	111.0
MKD	health	2009	0.9635	115.0
MKD	health	2010	0.9551	124.0
MKD	health	2011	0.9551	125.0
MKD	health	2012	0.9533	126.0
MKD	health	2013	0.9533	128.0
MKD	health	2014	0.9628	131.0
MKD	health	2015	0.967	120.0
MKD	health	2016	0.967	119.0
MKD	health	2017	0.976	65.0
MKD	health	2018	0.976	73.0
MKD	health	2019	nan	nan
MKD	health	2020	nan	nan
MKD	pol	2006	0.1733	28.0
MKD	pol	2007	0.1733	30.0
MKD	pol	2008	0.1681	42.0
MKD	pol	2009	0.1626	44.0
MKD	pol	2010	0.1769	43.0
MKD	pol	2011	0.166	49.0
MKD	pol	2012	0.1789	45.0
MKD	pol	2013	0.2007	40.0
MKD	pol	2014	0.174	63.0
MKD	pol	2015	0.178	65.0
MKD	pol	2016	0.178	67.0
MKD	pol	2017	0.209	58.0
MKD	pol	2018	0.241	45.0
MKD	pol	2019	nan	nan
MKD	pol	2020	nan	nan
MLI	glob	2006	0.5994	99.0
MLI	glob	2007	0.6019	112.0
MLI	glob	2008	0.6117	109.0
MLI	glob	2009	0.586	127.0
MLI	glob	2010	0.568	131.0
MLI	glob	2011	0.5752	132.0
MLI	glob	2012	0.5842	128.0
MLI	glob	2013	0.5872	128.0
MLI	glob	2014	0.5779	138.0
MLI	glob	2015	0.599	137.0
MLI	glob	2016	0.591	138.0
MLI	glob	2017	0.583	139.0
MLI	glob	2018	0.582	143.0
MLI	glob	2019	0.621	139.0
MLI	glob	2020	0.591	149.0
MLI	eco	2006	0.6655	35.0
